"tenured","profnumber","minority","age","age2","beautyf2upper","beautyflowerdiv","beautyfupperdiv","beautym2upper","beautymlowerdiv","beautymupperdiv","btystdave","btystdf2u","btystdfl","btystdfu","btystdm2u","btystdml","btystdmu","class1","class2","class3","class4","class5","class6","class7","class8","class9","class10","class11","class12","class13","class14","class15","class16","class17","class18","class19","class20","class21","class22","class23","class24","class25","class26","class27","class28","class29","class30","courseevaluation","didevaluation","female","formal","fulldept","lower","multipleclass","nonenglish","onecredit","percentevaluating","profevaluation","students","tenuretrack","blkandwhite","btystdvariance"
0,70,0,43,1849,4,3,4,4,2,4,-0.578311741352081,-0.665001809597015,-0.605014860630035,-0.57700651884079,-0.527364194393158,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,19,0,0,1,1,0,0,0,86.363639831543,4.5,22,1,0,0.260958194732666
0,71,1,50,2500,4,1,5,5,1,4,-0.67193603515625,-0.665001809597015,-1.66803157329559,-0.0927330404520035,0.0771755427122116,-1.48760724067688,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,17,0,0,1,1,0,0,1,70.8333358764648,4.59999990463257,24,0,0,2.78128743171692
1,72,0,52,2704,6,7,6,6,5,5,0.668333768844604,0.289351940155029,1.52101850509644,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,46,0,0,1,0,0,0,0,66.6666641235352,3.5,69,1,0,1.14885270595551
1,73,0,51,2601,8,6,7,4,6,6,0.792469501495361,1.24370563030243,0.989510178565979,0.875813901424408,-0.527364194393158,1.45010447502136,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,348,0,1,1,1,0,0,0,60.6271781921387,4.80000019073486,574,1,0,2.42864966392517
1,74,0,38,1444,4,3,4,4,2,3,-0.654850482940674,-0.665001809597015,-0.605014860630035,-0.57700651884079,-0.527364194393158,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70000004768372,44,0,0,1,1,0,0,0,50.5747108459473,4.19999980926514,87,1,0,0.0850292444229126
1,75,0,47,2209,6,5,7,4,3,6,0.251054644584656,0.289351940155029,0.458001792430878,0.875813901424408,-0.527364194393158,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.79999995231628,19,1,1,1,1,1,0,0,79.1666641235352,4,24,1,0,1.58094990253448
1,76,1,43,1849,4,5,6,4,2,4,-0.239717811346054,-0.665001809597015,0.458001792430878,0.39154040813446,-0.527364194393158,-0.900064945220947,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,47,1,1,1,1,0,0,0,45.6310691833496,3.70000004768372,103,1,0,1.58692729473114
0,77,0,38,1444,2,3,4,2,1,3,-1.11334645748138,-1.61935555934906,-0.605014860630035,-0.57700651884079,-1.73644363880157,-1.48760724067688,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40000009536743,33,1,0,1,1,0,0,0,48.529411315918,4.5,68,0,0,1.54082977771759
1,78,0,43,1849,5,4,4,5,4,4,-0.113593474030495,-0.187824934720993,-0.0735065415501595,-0.57700651884079,0.0771755427122116,0.275019764900208,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09999990463257,10,0,1,1,1,0,0,0,76.9230804443359,4.69999980926514,13,1,0,0.415977269411087
1,79,0,57,3249,3,3,4,3,2,3,-0.835136592388153,-1.14217865467072,-0.605014860630035,-0.57700651884079,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,7,0,0,1,0,0,0,0,53.8461532592773,4.30000019073486,13,1,0,0.338723659515381
1,80,0,51,2601,5,5,8,6,6,8,0.900599360466003,-0.187824934720993,0.458001792430878,1.36008739471436,0.681715250015259,1.45010447502136,1.64151203632355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,1,0,0,0,0,81.8181838989258,4,11,1,0,2.49050712585449
0,81,0,45,2025,2,1,4,4,5,4,-0.620768964290619,-1.61935555934906,-1.66803157329559,-0.57700651884079,-0.527364194393158,0.862562119960785,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.80000019073486,12,0,0,1,1,1,0,1,70.5882339477539,4.80000019073486,17,0,0,4.48576831817627
1,82,0,57,3249,3,2,3,6,2,1,-0.855241239070892,-1.14217865467072,-1.13652324676514,-1.06128001213074,0.681715250015259,-0.900064945220947,-1.57311582565308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,13,0,0,1,1,0,0,0,92.8571395874023,3.5,14,1,1,3.08349299430847
0,83,0,47,2209,6,8,6,7,4,9,1.06590640544891,0.289351940155029,2.05252695083618,0.39154040813446,1.28625500202179,0.275019764900208,2.1007444858551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,16,1,0,1,1,0,0,0,76.1904754638672,3.29999995231628,21,0,1,3.77617144584656
1,84,1,54,2916,8,8,5,7,4,9,1.14425313472748,1.24370563030243,2.05252695083618,-0.0927330404520035,1.28625500202179,0.275019764900208,2.1007444858551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.79999995231628,18,1,0,1,1,1,0,0,100,4.19999980926514,18,1,1,4.05559396743774
0,85,0,58,3364,9,8,8,8,6,8,1.68598473072052,1.72088253498077,2.05252695083618,1.36008739471436,1.89079475402832,1.45010447502136,1.64151203632355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.69999980926514,16,0,0,1,1,1,0,0,94.1176452636719,4.80000019073486,17,0,1,0.341344594955444
1,86,0,42,1764,10,8,7,8,6,8,1.6848019361496,2.19805932044983,2.05252695083618,0.875813901424408,1.89079475402832,1.45010447502136,1.64151203632355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90000009536743,15,0,0,1,1,0,0,0,83.3333358764648,4.90000009536743,18,1,1,1.15250647068024
0,87,0,33,1089,6,6,7,5,5,6,0.636243462562561,0.289351940155029,0.989510178565979,0.875813901424408,0.0771755427122116,0.862562119960785,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,85,0,0,0,1,0,0,0,70.8333358764648,4.5,120,1,0,0.673837006092072
1,88,0,62,3844,1,1,1,4,4,1,-1.26997518539429,-2.09653234481812,-1.66803157329559,-2.02982687950134,-0.527364194393158,0.275019764900208,-1.57311582565308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29999995231628,11,0,0,0,1,0,0,0,28.9473686218262,3.29999995231628,38,1,0,4.44939517974854
0,89,1,35,1225,10,7,9,8,6,7,1.68110287189484,2.19805932044983,1.52101850509644,1.84436082839966,1.89079475402832,1.45010447502136,1.1822794675827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40000009536743,60,1,0,1,1,0,0,0,62.5,3.29999995231628,96,1,0,0.66567987203598
1,90,0,61,3721,7,3,2,4,1,3,-0.675610303878784,0.766528785228729,-0.605014860630035,-1.54555344581604,-0.527364194393158,-1.48760724067688,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,27,0,0,1,1,0,0,0,69.2307662963867,3.59999990463257,39,1,0,3.5233051776886
1,91,0,52,2704,5,4,8,3,3,4,-0.0901814550161362,-0.187824934720993,-0.0735065415501595,1.36008739471436,-1.13190388679504,-0.31252259016037,-0.195418149232864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,1,0,0,1,0,0,0,54.9549560546875,4.09999990463257,111,1,0,3.25878810882568
0,92,0,60,3600,6,4,6,5,2,3,-0.145025715231895,0.289351940155029,-0.0735065415501595,0.39154040813446,0.0771755427122116,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,23,1,1,1,0,0,1,0,85.185188293457,3.70000004768372,27,1,1,1.36087739467621
0,93,0,32,1024,9,6,6,5,7,8,1.14304459095001,1.72088253498077,0.989510178565979,0.39154040813446,0.0771755427122116,2.03764677047729,1.64151203632355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,98,0,0,1,1,0,0,0,74.2424240112305,4.5,132,1,0,3.1070876121521
0,94,1,42,1764,7,3,8,4,4,6,0.332050651311874,0.766528785228729,-0.605014860630035,1.36008739471436,-0.527364194393158,0.275019764900208,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29999995231628,48,1,0,1,0,0,1,0,57.1428565979004,3.5,84,1,0,3.01844716072083
0,1,1,36,1296,6,5,7,6,2,4,0.201566636562347,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.900064945220947,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70000004768372,86,1,0,1,0,1,0,0,68.8000030517578,4.09999990463257,125,1,0,2.12980628013611
0,1,1,36,1296,6,5,7,6,2,4,0.201566636562347,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.900064945220947,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59999990463257,76,1,0,1,0,1,0,0,60.7999992370605,3.90000009536743,125,1,0,2.12980628013611
0,1,1,36,1296,6,5,7,6,2,4,0.201566636562347,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.900064945220947,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40000009536743,77,1,0,1,0,1,0,0,62.6016273498535,4.80000019073486,123,1,0,2.12980628013611
1,2,0,59,3481,2,4,4,3,2,3,-0.826081335544586,-1.61935555934906,-0.0735065415501595,-0.57700651884079,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,1,0,0,0,0,87.5,4.30000019073486,40,1,0,1.38608050346375
1,2,0,59,3481,2,4,4,3,2,3,-0.826081335544586,-1.61935555934906,-0.0735065415501595,-0.57700651884079,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,39,0,0,1,0,0,0,0,88.636360168457,2.79999995231628,44,1,0,1.38608050346375
1,3,0,51,2601,5,5,2,3,2,3,-0.660332679748535,-0.187824934720993,0.458001792430878,-1.54555344581604,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20000004768372,111,0,0,1,0,1,0,0,56.9230766296387,3.40000009536743,195,1,0,2.53743457794189
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,24,1,0,1,0,1,0,0,88.8888854980469,3.79999995231628,27,1,0,1.76057720184326
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09999990463257,24,1,0,1,0,0,0,0,96,4.5,25,1,0,1.76057720184326
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,17,1,0,1,0,1,0,0,85,4.59999990463257,20,1,0,1.76057720184326
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.79999995231628,14,1,0,1,0,1,0,0,56,3.90000009536743,25,1,0,1.76057720184326
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.79999995231628,37,1,0,1,0,1,0,0,88.0952377319336,3.90000009536743,42,1,0,1.76057720184326
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79999995231628,18,1,0,1,0,0,0,0,90,4.30000019073486,20,1,0,1.76057720184326
1,4,0,40,1600,4,2,5,2,3,3,-0.766312479972839,-0.665001809597015,-1.13652324676514,-0.0927330404520035,-1.73644363880157,-0.31252259016037,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,15,1,0,1,0,0,0,0,83.3333358764648,4.5,18,1,0,1.76057720184326
0,5,0,31,961,9,7,9,6,7,6,1.42144513130188,1.72088253498077,1.52101850509644,1.84436082839966,0.681715250015259,2.03764677047729,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,40,1,0,1,0,0,0,0,90.9090881347656,4.59999990463257,44,1,0,1.69310009479523
0,5,0,31,961,9,7,9,6,7,6,1.42144513130188,1.72088253498077,1.52101850509644,1.84436082839966,0.681715250015259,2.03764677047729,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,38,1,0,1,0,0,0,0,79.1666641235352,4.59999990463257,48,1,0,1.69310009479523
0,5,0,31,961,9,7,9,6,7,6,1.42144513130188,1.72088253498077,1.52101850509644,1.84436082839966,0.681715250015259,2.03764677047729,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,40,1,0,1,0,0,0,0,88.8888854980469,4.90000009536743,45,1,0,1.69310009479523
0,5,0,31,961,9,7,9,6,7,6,1.42144513130188,1.72088253498077,1.52101850509644,1.84436082839966,0.681715250015259,2.03764677047729,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40000009536743,52,1,0,1,0,0,0,0,88.1355895996094,4.59999990463257,59,1,0,1.69310009479523
0,5,0,31,961,9,7,9,6,7,6,1.42144513130188,1.72088253498077,1.52101850509644,1.84436082839966,0.681715250015259,2.03764677047729,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.40000009536743,49,1,0,1,0,1,0,0,56.3218383789062,4.5,87,1,0,1.69310009479523
1,6,0,62,3844,5,6,6,6,5,5,0.500219583511353,-0.187824934720993,0.989510178565979,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40000009536743,160,0,1,1,0,0,0,0,54.7945213317871,4.59999990463257,292,1,0,0.944741904735565
1,6,0,62,3844,5,6,6,6,5,5,0.500219583511353,-0.187824934720993,0.989510178565979,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,79,0,1,1,0,0,0,0,60.769229888916,4.69999980926514,130,1,0,0.944741904735565
1,6,0,62,3844,5,6,6,6,5,5,0.500219583511353,-0.187824934720993,0.989510178565979,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,176,0,1,1,0,1,0,0,61.7543869018555,4.5,285,1,0,0.944741904735565
1,6,0,62,3844,5,6,6,6,5,5,0.500219583511353,-0.187824934720993,0.989510178565979,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,155,0,1,1,0,0,0,0,56.985294342041,4.80000019073486,272,1,0,0.944741904735565
1,6,0,62,3844,5,6,6,6,5,5,0.500219583511353,-0.187824934720993,0.989510178565979,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80000019073486,166,0,1,1,0,0,0,0,58.0419578552246,4.90000009536743,286,1,0,0.944741904735565
1,6,0,62,3844,5,6,6,6,5,5,0.500219583511353,-0.187824934720993,0.989510178565979,0.39154040813446,0.681715250015259,0.862562119960785,0.263814389705658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,186,0,1,1,0,1,0,0,61.5894050598145,4.5,302,1,0,0.944741904735565
0,7,0,33,1089,5,4,4,4,4,4,-0.214350089430809,-0.187824934720993,-0.0735065415501595,-0.57700651884079,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,1,0,1,0,1,0,0,85.2941207885742,4.30000019073486,34,1,0,0.489879280328751
0,7,0,33,1089,5,4,4,4,4,4,-0.214350089430809,-0.187824934720993,-0.0735065415501595,-0.57700651884079,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,1,0,1,0,1,0,0,90.2439041137695,4.09999990463257,41,1,0,0.489879280328751
0,7,0,33,1089,5,4,4,4,4,4,-0.214350089430809,-0.187824934720993,-0.0735065415501595,-0.57700651884079,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,29,1,0,1,0,1,0,0,70.7317047119141,4.19999980926514,41,1,0,0.489879280328751
0,7,0,33,1089,5,4,4,4,4,4,-0.214350089430809,-0.187824934720993,-0.0735065415501595,-0.57700651884079,-0.527364194393158,0.275019764900208,-0.195418149232864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29999995231628,28,1,0,1,0,1,0,0,82.3529434204102,3.5,34,1,0,0.489879280328751
1,8,0,51,2601,6,4,6,3,2,3,-0.346538960933685,0.289351940155029,-0.0735065415501595,0.39154040813446,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,21,1,0,1,0,0,0,0,95.4545440673828,4.5,22,1,0,2.04178690910339
1,8,0,51,2601,6,4,6,3,2,3,-0.346538960933685,0.289351940155029,-0.0735065415501595,0.39154040813446,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,13,1,0,1,0,0,0,0,61.9047622680664,4.40000009536743,21,1,0,2.04178690910339
1,8,0,51,2601,6,4,6,3,2,3,-0.346538960933685,0.289351940155029,-0.0735065415501595,0.39154040813446,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,16,1,0,1,0,0,0,0,94.1176452636719,4.40000009536743,17,1,0,2.04178690910339
1,8,0,51,2601,6,4,6,3,2,3,-0.346538960933685,0.289351940155029,-0.0735065415501595,0.39154040813446,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,24,1,0,1,1,0,0,0,80,2.5,30,1,0,2.04178690910339
1,8,0,51,2601,6,4,6,3,2,3,-0.346538960933685,0.289351940155029,-0.0735065415501595,0.39154040813446,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,23,1,0,1,0,0,0,0,100,4.30000019073486,23,1,0,2.04178690910339
1,8,0,51,2601,6,4,6,3,2,3,-0.346538960933685,0.289351940155029,-0.0735065415501595,0.39154040813446,-1.13190388679504,-0.900064945220947,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,20,1,0,1,0,0,0,0,100,4.5,20,1,0,2.04178690910339
0,9,0,33,1089,5,3,7,5,5,3,0.0613435134291649,-0.187824934720993,-0.605014860630035,0.875813901424408,0.0771755427122116,0.862562119960785,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.69999980926514,29,1,0,1,0,1,0,0,87.8787841796875,4.80000019073486,33,1,0,2.32433009147644
0,9,0,33,1089,5,3,7,5,5,3,0.0613435134291649,-0.187824934720993,-0.605014860630035,0.875813901424408,0.0771755427122116,0.862562119960785,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,11,1,0,1,0,0,0,0,25,4.40000009536743,44,1,0,2.32433009147644
0,9,0,33,1089,5,3,7,5,5,3,0.0613435134291649,-0.187824934720993,-0.605014860630035,0.875813901424408,0.0771755427122116,0.862562119960785,-0.654650688171387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,29,1,0,1,0,1,0,0,59.1836738586426,4.69999980926514,49,1,0,2.32433009147644
0,9,0,33,1089,5,3,7,5,5,3,0.0613435134291649,-0.187824934720993,-0.605014860630035,0.875813901424408,0.0771755427122116,0.862562119960785,-0.654650688171387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79999995231628,25,1,0,1,0,1,0,0,86.2068939208984,4.40000009536743,29,1,0,2.32433009147644
0,9,0,33,1089,5,3,7,5,5,3,0.0613435134291649,-0.187824934720993,-0.605014860630035,0.875813901424408,0.0771755427122116,0.862562119960785,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,42,1,0,1,0,0,0,0,87.5,4.69999980926514,48,1,0,2.32433009147644
0,9,0,33,1089,5,3,7,5,5,3,0.0613435134291649,-0.187824934720993,-0.605014860630035,0.875813901424408,0.0771755427122116,0.862562119960785,-0.654650688171387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,34,1,0,1,0,0,0,0,85,4.5,40,1,0,2.32433009147644
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90000009536743,12,0,0,1,0,0,0,0,75,4.30000019073486,16,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30000019073486,14,0,0,1,0,1,0,0,93.3333358764648,4.40000009536743,15,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19999980926514,22,0,0,1,0,1,0,0,95.6521759033203,4.5,23,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,1,1,0,0,0,90.9090881347656,5,11,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,1,1,0,0,0,58.6206893920898,4.90000009536743,29,0,0,0.91683703660965
0,10,0,47,2209,6,5,7,6,3,6,0.452567875385284,0.289351940155029,0.458001792430878,0.875813901424408,0.681715250015259,-0.31252259016037,0.723046958446503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,16,0,0,1,0,0,0,0,76.1904754638672,4.59999990463257,21,0,0,0.91683703660965
