id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
b,179,3,5,4,0,0,0,1,443,4,0,0,1,1,Kristen,f,w,0,1,1,b,a,693,0.34248149394989014,0.4227922558784485,10.099547386169434,0.194318026304245,0.273801326751709,9.654256820678711,0,,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,179,4,3,8,1,1,0,1,387,6,0,1,1,1,Tanisha,f,b,1,0,0,b,a,693,0.011153427883982658,0.9755168557167053,10.752697944641113,0.029651794582605362,0.6708378791809082,10.861917495727539,1,,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
a,17b,4,3,20,1,0,0,1,389,6,0,0,0,0,Jill,f,w,0,1,1,b,s,307,0.09028610587120056,0.7915024757385254,10.597808837890625,0.080463707447052,0.5225287079811096,10.567103385925293,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
a,17b,4,6,13,0,0,0,1,267,4,0,0,0,0,Lakisha,f,b,0,1,1,b,s,307,0.18953584134578705,0.6656018495559692,10.342870712280273,0.17312811315059662,0.1360534280538559,9.474318504333496,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,4,6,0,0,0,1,229,6,1,0,1,1,Aisha,f,b,0,1,0,c,a,694,9.044129401445389e-4,0.9188523292541504,10.758413314819336,0.12714798748493195,0.2884141504764557,10.074200630187988,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
b,18,3,3,9,0,1,0,1,229,6,1,1,1,0,Anne,f,w,1,0,0,c,a,694,0.6911067962646484,0.15632283687591553,10.099629402160645,0.22815757989883423,0.050933632999658585,8.959954261779785,0,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
b,18,3,4,6,0,0,0,0,185,1,1,0,1,0,Jill,f,w,0,1,0,c,a,694,0.01451699249446392,0.9736754298210144,10.565582275390625,0.11620283871889114,0.15647578239440918,9.718663215637207,0,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,4,8,0,1,0,1,195,1,0,1,1,0,Tamika,f,b,1,0,0,c,a,694,0.0034186888951808214,0.9049972891807556,10.310917854309082,0.21380211412906647,0.14222751557826996,9.557964324951172,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,1,4,0,0,0,0,19,1,1,0,1,0,Aisha,f,b,0,1,0,c,a,695,0.9770772457122803,0.014099708758294582,10.03205680847168,0.23124893009662628,0.05475415289402008,8.87933349609375,1,,,0,NA,NA,NA,NA,0,0.01037206593900919,0.947844386100769,10.633810043334961,0.105160191655159,0.19485457241535187,9.736842155456543,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,2,4,0,0,0,1,17,1,0,0,1,0,Allison,f,w,0,1,0,c,a,695,NA,NA,NA,NA,NA,NA,1,,,0,NA,NA,NA,NA,0,0.01037206593900919,0.947844386100769,10.633810043334961,0.105160191655159,0.19485457241535187,9.736842155456543,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,3,4,4,0,1,0,1,313,5,0,1,1,1,Carrie,f,w,1,0,0,c,a,695,0.05135418102145195,0.8910931348800659,10.631060600280762,0.07443085312843323,0.5424734950065613,10.56004810333252,0,,,0,NA,NA,NA,NA,0,0.01037206593900919,0.947844386100769,10.633810043334961,0.105160191655159,0.19485457241535187,9.736842155456543,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,5,4,0,0,1,1,34,1,0,1,1,0,Latoya,f,b,1,0,0,c,a,695,0.1166238933801651,0.7283392548561096,10.287047386169434,0.13984276354312897,0.36563608050346375,9.933725357055664,1,,,0,NA,NA,NA,NA,0,0.01037206593900919,0.947844386100769,10.633810043334961,0.105160191655159,0.19485457241535187,9.736842155456543,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,7,0,1,0,1,195,1,0,1,1,0,Anne,f,w,1,0,0,c,a,696,0.10974837094545364,0.5074464082717896,9.869257926940918,0.2993382513523102,0.09411431849002838,9.028338432312012,1,,,1,91.9000015258789,1121,91.9000015258789,1121,0,0.0162680484354496,0.8697092533111572,10.54231071472168,0.10836825519800186,0.23391951620578766,9.82374095916748,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,18,4,4,6,0,0,0,0,185,1,1,0,1,1,Emily,f,w,0,1,0,c,a,696,0.102952741086483,0.7295252084732056,10.29255199432373,0.23027867078781128,0.08709705621004105,9.38454532623291,1,,,1,91.9000015258789,1121,91.9000015258789,1121,0,0.0162680484354496,0.8697092533111572,10.54231071472168,0.10836825519800186,0.23391951620578766,9.82374095916748,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,18,4,4,5,0,0,0,1,329,6,0,0,1,1,Latoya,f,b,0,1,0,c,a,696,0.07601942867040634,0.4409085214138031,9.986771583557129,0.2752772569656372,0.08479611575603485,9.041803359985352,1,,,1,91.9000015258789,1121,91.9000015258789,1121,0,0.0162680484354496,0.8697092533111572,10.54231071472168,0.10836825519800186,0.23391951620578766,9.82374095916748,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,18,3,2,7,0,1,0,1,255,3,0,1,1,0,Tamika,f,b,1,0,0,c,a,696,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,,,1,91.9000015258789,1121,91.9000015258789,1121,0,0.0162680484354496,0.8697092533111572,10.54231071472168,0.10836825519800186,0.23391951620578766,9.82374095916748,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,18,4,4,6,0,0,0,1,313,5,1,0,1,0,Anne,f,w,0,1,0,c,a,697,0.45430296659469604,0.27144917845726013,9.895606994628906,0.24814151227474213,0.15117193758487701,9.291090965270996,1,,,0,NA,NA,NA,NA,0,0.003873748006299138,0.9595204591751099,10.805537223815918,0.08618515729904175,0.2836775481700897,9.94649887084961,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Private
b,18,3,3,16,0,0,0,0,313,5,1,1,1,1,Emily,f,w,1,0,0,c,a,697,0.0034186888951808214,0.9049972891807556,10.310917854309082,0.21380211412906647,0.14222751557826996,9.557964324951172,0,,,0,NA,NA,NA,NA,0,0.003873748006299138,0.9595204591751099,10.805537223815918,0.08618515729904175,0.2836775481700897,9.94649887084961,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Private
b,18,4,4,8,0,0,0,1,229,6,1,0,1,1,Kenya,f,b,0,1,0,c,a,697,0.7475548982620239,0.24139924347400665,10.513062477111816,0.14001812040805817,0.17767083644866943,9.490015029907227,1,,,0,NA,NA,NA,NA,0,0.003873748006299138,0.9595204591751099,10.805537223815918,0.08618515729904175,0.2836775481700897,9.94649887084961,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Private
b,18,4,3,7,0,0,0,0,337,6,1,1,1,1,Latoya,f,b,1,0,0,c,a,697,0.9487666487693787,0.0330410972237587,10.29576587677002,0.18481998145580292,0.10012099891901016,9.191259384155273,1,,,0,NA,NA,NA,NA,0,0.003873748006299138,0.9595204591751099,10.805537223815918,0.08618515729904175,0.2836775481700897,9.94649887084961,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Private
b,18,3,3,5,0,0,0,0,313,5,1,1,1,0,Carrie,f,w,1,0,0,c,a,698,0.016486627981066704,0.7449894547462463,10.24242115020752,0.2381955236196518,0.13857372105121613,9.446834564208984,0,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,
b,18,2,3,5,0,1,0,1,387,6,1,0,1,0,Emily,f,w,0,1,0,c,a,698,0.15995018184185028,0.3477667570114136,9.841772079467773,0.3047986328601837,0.03697728365659714,8.810310363769531,0,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,
b,18,4,4,6,0,0,0,1,313,5,1,0,1,0,Keisha,f,b,0,1,0,c,a,698,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,
b,18,4,3,6,0,1,0,0,313,5,1,1,1,0,Tamika,f,b,1,0,0,c,a,698,0.2172490358352661,0.49577343463897705,9.965052604675293,0.1972654014825821,0.2234298139810562,9.422948837280273,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,
b,18,3,3,16,0,0,0,0,313,5,1,1,1,0,Anne,f,w,1,0,0,c,a,699,0.9452906847000122,0.048330310732126236,9.892426490783691,0.25186488032341003,0.05598159506917,8.934060096740723,0,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,
b,18,4,4,16,0,0,0,1,313,5,1,0,1,0,Lakisha,f,b,0,1,0,c,a,699,0.049821846187114716,0.8476442694664001,10.377171516418457,0.09828268736600876,0.4448947012424469,10.201998710632324,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,
b,18,4,3,14,0,0,0,0,337,6,1,1,1,1,Latonya,f,b,1,0,0,c,a,699,0.002795683452859521,0.952140212059021,10.453600883483887,0.23644527792930603,0.12498008459806442,9.621058464050293,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,
b,18,4,4,15,0,0,0,1,229,6,1,0,1,1,Meredith,f,w,0,1,0,c,a,699,0.07814225554466248,0.887922465801239,10.571240425109863,0.15390987694263458,0.11646785587072372,9.610658645629883,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,
b,18,4,4,7,0,1,0,1,195,1,0,1,1,0,Anne,f,w,1,0,0,c,a,700,0.9714688062667847,0.024071501567959785,9.929739952087402,0.1700175404548645,0.14969293773174286,9.3217926025390625,1,,,0,26.200000762939453,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Public
b,18,3,4,6,0,0,0,0,185,1,1,1,1,0,Kenya,f,b,0,1,0,c,a,700,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,0,,,0,26.200000762939453,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Public
b,18,4,4,7,0,0,0,1,329,6,0,0,1,0,Kristen,f,w,0,1,0,c,a,700,0.45430296659469604,0.27144917845726013,9.895606994628906,0.24814151227474213,0.15117193758487701,9.291090965270996,1,,,0,26.200000762939453,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Public
b,18,4,4,7,0,0,0,1,34,1,1,1,1,0,Latoya,f,b,1,0,0,c,a,700,0.04527488350868225,0.8981764316558838,10.795178413391113,0.03081207349896431,0.5900107622146606,11.078660011291504,1,,,0,26.200000762939453,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Public
b,18,2,3,4,0,1,0,1,387,6,1,0,1,0,Kristen,f,w,0,1,0,c,a,701,0.9894956350326538,0.004863125272095203,9.474318504333496,0.25740963220596313,0.04815378040075302,8.69767951965332,0,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,
b,18,4,4,5,0,0,0,1,313,5,1,0,1,0,Latoya,f,b,0,1,0,c,a,701,0.6911067962646484,0.15632283687591553,10.099629402160645,0.22815757989883423,0.050933632999658585,8.959954261779785,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,
b,18,3,4,6,0,0,0,0,185,1,1,0,1,0,Aisha,f,b,0,1,0,c,a,702,0.08073566854000092,0.888373851776123,10.408827781677246,0.23368677496910095,0.0872853547334671,9.532858848571777,0,1,,0,78,450,NA,NA,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,5,0,0,0,1,329,6,0,1,1,0,Jill,f,w,0,1,0,c,a,702,0.15995018184185028,0.3477667570114136,9.841772079467773,0.3047986328601837,0.03697728365659714,8.810310363769531,1,1,,0,78,450,NA,NA,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,7,0,1,0,1,195,1,0,1,1,0,Kristen,f,w,1,0,0,c,a,702,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,1,1,,0,78,450,NA,NA,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,3,2,7,0,1,0,1,255,3,0,1,1,0,Lakisha,f,b,1,0,0,c,a,702,0.15995018184185028,0.3477667570114136,9.841772079467773,0.3047986328601837,0.03697728365659714,8.810310363769531,0,1,,0,78,450,NA,NA,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,9,0,0,0,1,313,5,1,0,0,0,Anne,f,w,0,1,0,c,a,703,0.9885199069976807,0.008148465305566788,10.11257266998291,0.19383713603019714,0.14505338668823242,9.372459411621094,1,5,,0,42.900001525878906,500,42.900001525878906,500,0,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Private
b,18,4,4,8,0,1,0,0,253,3,1,1,1,1,Kenya,f,b,1,0,0,c,a,703,0.016486627981066704,0.7449894547462463,10.24242115020752,0.2381955236196518,0.13857372105121613,9.446834564208984,1,5,,0,42.900001525878906,500,42.900001525878906,500,0,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Private
b,18,3,4,9,0,1,0,1,313,5,0,1,1,1,Kristen,f,w,1,0,0,c,a,703,0.049821846187114716,0.8476442694664001,10.377171516418457,0.09828268736600876,0.4448947012424469,10.201998710632324,0,5,,0,42.900001525878906,500,42.900001525878906,500,0,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Private
b,18,4,3,8,0,0,0,1,313,5,0,0,0,0,Tamika,f,b,0,1,0,c,a,703,9.044129401445389e-4,0.9188523292541504,10.758413314819336,0.12714798748493195,0.2884141504764557,10.074200630187988,1,5,,0,42.900001525878906,500,42.900001525878906,500,0,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Private
b,18,4,4,8,0,0,0,0,316,6,1,1,1,1,Allison,f,w,1,0,0,c,a,704,0.04527488350868225,0.8981764316558838,10.795178413391113,0.03081207349896431,0.5900107622146606,11.078660011291504,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,3,6,0,1,0,0,313,5,1,1,1,1,Keisha,f,b,1,0,0,c,a,704,0.07601942867040634,0.4409085214138031,9.986771583557129,0.2752772569656372,0.08479611575603485,9.041803359985352,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,2,7,1,0,0,1,313,5,0,0,1,0,Kenya,f,b,0,1,0,c,a,704,0.3975946605205536,0.18019559979438782,9.876218795776367,0.3128727674484253,0.030846862122416496,8.728263854980469,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,2,4,0,0,0,0,389,6,1,0,1,0,Sarah,f,w,0,1,0,c,a,704,0.512182354927063,0.29889920353889465,9.662879943847656,0.25743797421455383,0.03578464686870575,8.733271598815918,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
b,18,4,2,4,0,0,0,0,389,6,1,0,1,0,Brendan,m,w,0,1,0,c,a,705,0.04527488350868225,0.8981764316558838,10.795178413391113,0.03081207349896431,0.5900107622146606,11.078660011291504,1,,,0,203.60000610351562,280,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,Private
b,18,4,4,5,0,0,0,0,25,1,1,1,1,1,Brett,m,w,1,0,0,c,a,705,0.512182354927063,0.29889920353889465,9.662879943847656,0.25743797421455383,0.03578464686870575,8.733271598815918,1,,,0,203.60000610351562,280,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,Private
b,18,4,4,7,0,0,0,0,34,1,0,0,1,0,Jermaine,m,b,0,1,0,c,a,705,0.6845767498016357,0.20381921529769897,9.214631080627441,0.276015043258667,0.06122908368706703,8.695673942565918,1,,,0,203.60000610351562,280,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,Private
b,18,4,1,4,0,1,0,0,253,3,1,1,1,1,Tyrone,m,b,1,0,0,c,a,705,0.9894956350326538,0.004863125272095203,9.474318504333496,0.25740963220596313,0.04815378040075302,8.69767951965332,1,,,0,203.60000610351562,280,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,Private
b,18,4,4,10,0,1,0,1,379,6,0,1,1,1,Jill,f,w,1,0,1,c,a,706,0.002795683452859521,0.952140212059021,10.453600883483887,0.23644527792930603,0.12498008459806442,9.621058464050293,1,,,1,8.699999809265137,150,8.699999809265137,150,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,2,0,0,0,1,27,1,0,0,1,0,Kenya,f,b,0,1,0,c,a,706,0.102952741086483,0.7295252084732056,10.29255199432373,0.23027867078781128,0.08709705621004105,9.38454532623291,1,,,1,8.699999809265137,150,8.699999809265137,150,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,5,11,0,1,0,1,13,1,1,1,1,0,Latoya,f,b,1,0,0,c,a,706,NA,NA,NA,NA,NA,NA,1,,,1,8.699999809265137,150,8.699999809265137,150,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,2,3,0,0,0,0,389,6,1,0,1,0,Laurie,f,w,0,1,1,c,a,706,0.04527488350868225,0.8981764316558838,10.795178413391113,0.03081207349896431,0.5900107622146606,11.078660011291504,1,,,1,8.699999809265137,150,8.699999809265137,150,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,5,0,0,0,0,316,6,1,1,1,0,Keisha,f,b,1,0,0,c,a,707,0.102952741086483,0.7295252084732056,10.29255199432373,0.23027867078781128,0.08709705621004105,9.38454532623291,1,some,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,18,4,4,3,0,0,0,1,27,1,0,0,1,1,Lakisha,f,b,0,1,0,c,a,707,0.3975946605205536,0.18019559979438782,9.876218795776367,0.3128727674484253,0.030846862122416496,8.728263854980469,1,some,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,18,4,6,4,0,0,0,0,25,1,1,1,1,1,Laurie,f,w,1,0,0,c,a,707,0.052359964698553085,0.7863585352897644,10.435556411743164,0.13011211156845093,0.2843148410320282,9.743377685546875,1,some,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,18,4,2,3,0,0,0,0,389,6,1,0,1,0,Sarah,f,w,0,1,0,c,a,707,9.044129401445389e-4,0.9188523292541504,10.758413314819336,0.12714798748493195,0.2884141504764557,10.074200630187988,1,some,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,18,4,2,14,0,0,0,0,21,1,1,0,1,0,Emily,f,w,0,1,0,c,a,708,0.512182354927063,0.29889920353889465,9.662879943847656,0.25743797421455383,0.03578464686870575,8.733271598815918,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,
b,18,4,4,2,0,0,0,1,27,1,0,0,1,1,Kenya,f,b,0,1,0,c,a,708,0.10430054366588593,0.8373702168464661,10.466753959655762,0.10133465379476547,0.5916954874992371,10.540328979492188,1,some,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,
b,18,4,4,9,0,1,0,0,34,1,1,1,1,0,Kenya,f,b,1,0,0,c,a,709,0.15995018184185028,0.3477667570114136,9.841772079467773,0.3047986328601837,0.03697728365659714,8.810310363769531,1,,,0,NA,NA,NA,NA,0,0.011389070190489292,0.9437345862388611,11.071672439575195,0.033288948237895966,0.3699181377887726,10.14305591583252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,2,14,0,0,0,0,389,1,1,0,1,0,Lakisha,f,b,0,1,0,c,a,709,0.9487666487693787,0.0330410972237587,10.29576587677002,0.18481998145580292,0.10012099891901016,9.191259384155273,1,,,0,NA,NA,NA,NA,0,0.011389070190489292,0.9437345862388611,11.071672439575195,0.033288948237895966,0.3699181377887726,10.14305591583252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,4,12,0,1,0,0,13,1,1,1,1,0,Laurie,f,w,1,0,0,c,a,709,0.002174998866394162,0.7892667651176453,10.247857093811035,0.29945704340934753,0.0711788460612297,9.3661470413208,1,,,0,NA,NA,NA,NA,0,0.011389070190489292,0.9437345862388611,11.071672439575195,0.033288948237895966,0.3699181377887726,10.14305591583252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,4,2,6,0,0,0,0,27,1,1,0,1,0,Sarah,f,w,0,1,0,c,a,709,0.9894956350326538,0.004863125272095203,9.474318504333496,0.25740963220596313,0.04815378040075302,8.69767951965332,1,,,0,NA,NA,NA,NA,0,0.011389070190489292,0.9437345862388611,11.071672439575195,0.033288948237895966,0.3699181377887726,10.14305591583252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,18,3,2,4,0,0,0,1,21,1,0,0,1,1,Anne,f,w,0,1,0,c,a,710,0.9714688062667847,0.024071501567959785,9.929739952087402,0.1700175404548645,0.14969293773174286,9.3217926025390625,0,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,18,4,4,5,0,1,0,0,13,1,1,1,1,0,Lakisha,f,b,1,0,0,c,a,710,0.002174998866394162,0.7892667651176453,10.247857093811035,0.29945704340934753,0.0711788460612297,9.3661470413208,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,18,4,4,6,0,0,0,1,313,5,1,0,1,0,Latonya,f,b,0,1,0,c,a,710,0.052359964698553085,0.7863585352897644,10.435556411743164,0.13011211156845093,0.2843148410320282,9.743377685546875,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,18,3,3,3,0,1,1,0,316,6,1,1,1,0,Meredith,f,w,1,0,0,c,a,710,0.052359964698553085,0.7863585352897644,10.435556411743164,0.13011211156845093,0.2843148410320282,9.743377685546875,0,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
b,18,3,3,3,0,1,1,0,316,6,1,1,1,0,Ebony,f,b,1,0,0,c,a,711,0.2707330584526062,0.5491560101509094,10.061985969543457,0.14872358739376068,0.24232754111289978,9.438431739807129,0,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,
b,18,4,4,14,0,0,0,1,34,1,1,1,1,0,Kristen,f,w,1,0,0,c,a,711,0.3453595042228699,0.6115502119064331,10.512899398803711,0.14609892666339874,0.4462009072303772,10.184900283813477,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,
